skills,certifications,experience_years,education_level,projects_completed,github_commits_per_year,soft_skills,expected_salary_lpa,job_role
"JavaScript, HTML, Vue.js, Angular, React, Node.js, Statistics",None,4.0,Bachelor's,19,340,"Attention to Detail, Critical Thinking, Communication, Collaboration",11.1,Web Developer
"Scikit-learn, Keras, LangChain, NLP, Hugging Face",None,3.8,Diploma,9,210,"Attention to Detail, Adaptability, Critical Thinking",15.2,AI Engineer
"Power BI, SPSS, Google Analytics",SAS Certified Analyst,5.1,Master's,8,171,"Leadership, Adaptability, Problem Solving, Teamwork",3.9,Data Analyst
"Google Analytics, R, NumPy, SQL, SPSS",Microsoft Power BI,5.3,Bachelor's,22,170,"Communication, Critical Thinking",6.4,Data Analyst
"Python, Keras, Scikit-learn, LangChain",NVIDIA Deep Learning,9.3,Bachelor's,10,295,"Communication, Collaboration, Problem Solving",18.6,AI Engineer
"TensorFlow, Keras, NLP, LangChain",NVIDIA Deep Learning,6.8,Master's,6,187,"Creativity, Adaptability, Problem Solving",9.2,AI Engineer
"Machine Learning, Hugging Face, MLOps, PyTorch, OpenCV",Microsoft Azure AI,7.1,Bachelor's,19,221,"Leadership, Communication, Problem Solving, Time Management",14.2,AI Engineer
"Angular, Vue.js, CSS, MySQL",Google UX Design,3.5,Diploma,14,337,"Adaptability, Creativity, Communication, Problem Solving",4.1,Web Developer
"Google Analytics, Excel, R, Python",IBM Data Analyst,6.6,Diploma,2,122,"Creativity, Leadership, Adaptability",10.2,Data Analyst
"TensorFlow, Scikit-learn, MLOps, Machine Learning, PyTorch, Keras",AWS Machine Learning,7.7,Diploma,13,226,"Teamwork, Attention to Detail",16.9,AI Engineer
"NumPy, Google Analytics, Data Visualization, SQL, Statistics",Microsoft Power BI,5.6,Bachelor's,14,230,"Attention to Detail, Collaboration, Time Management",9.9,Data Analyst
"Deep Learning, Machine Learning, TensorFlow, Python, OpenCV",None,3.0,Master's,6,245,"Critical Thinking, Problem Solving",11.2,AI Engineer
"TensorFlow, Scikit-learn, LangChain, Deep Learning, OpenCV",None,5.1,Master's,5,293,"Adaptability, Problem Solving, Creativity",16.7,AI Engineer
"Data Visualization, Google Analytics, Python, Power BI, NumPy",Google Data Analytics,2.6,Master's,18,230,"Attention to Detail, Communication",10.1,Data Analyst
"TypeScript, Angular, MySQL, Vue.js, React, REST APIs",React Developer Certification,1.8,Master's,12,258,"Collaboration, Problem Solving, Teamwork, Leadership",6.0,Web Developer
"JavaScript, React, REST APIs, Docker",Meta Frontend Developer,4.1,PhD,1,388,"Teamwork, Collaboration, Leadership, Time Management",5.4,Web Developer
"Node.js, TypeScript, MySQL, HTML, REST APIs",None,2.1,Diploma,9,183,"Teamwork, Collaboration",8.1,Web Developer
"MongoDB, Node.js, Docker, MySQL, Vue.js",Meta Frontend Developer,2.5,Bachelor's,11,198,"Critical Thinking, Communication, Creativity, Problem Solving",7.1,Web Developer
"PHP, Node.js, REST APIs",React Developer Certification,7.9,Master's,21,194,"Creativity, Adaptability, Time Management",2.5,Web Developer
"MLOps, Hugging Face, TensorFlow, Machine Learning, Scikit-learn, LangChain",None,7.1,Master's,14,123,"Leadership, Problem Solving, Communication, Teamwork",11.7,AI Engineer
"SQL, Power BI, Google Analytics, Data Visualization",Google Data Analytics,9.1,Master's,11,163,"Teamwork, Communication, Critical Thinking, Problem Solving",14.5,Data Analyst
"JavaScript, MySQL, Vue.js, TypeScript, PHP, Angular",Google UX Design,7.8,Bachelor's,19,249,"Critical Thinking, Collaboration",11.1,Web Developer
"Deep Learning, Hugging Face, OpenCV, Keras, Google Analytics",Google TensorFlow Developer,8.5,PhD,10,187,"Communication, Critical Thinking, Time Management, Creativity",9.9,AI Engineer
"MongoDB, Docker, PHP, MySQL, Node.js",MongoDB Developer,4.4,Bachelor's,20,208,"Attention to Detail, Time Management, Collaboration",13.4,Web Developer
"Scikit-learn, TensorFlow, NLP",Microsoft Azure AI,6.2,PhD,12,212,"Critical Thinking, Problem Solving, Collaboration",20.3,AI Engineer
"SPSS, R, Tableau, SQL, Data Visualization, NumPy",SAS Certified Analyst,8.9,Bachelor's,11,100,"Critical Thinking, Attention to Detail, Creativity, Adaptability",14.5,Data Analyst
"JavaScript, Angular, TypeScript, Docker, Node.js",AWS Cloud Practitioner,4.4,Master's,17,264,"Adaptability, Teamwork, Critical Thinking, Problem Solving",5.6,Web Developer
"Statistics, R, SPSS, Python, Pandas",None,8.1,Bachelor's,16,120,"Teamwork, Leadership, Time Management, Critical Thinking",10.1,Data Analyst
"Tableau, Power BI, R, Statistics",None,2.5,Master's,11,190,"Adaptability, Communication",10.1,Data Analyst
"Python, Power BI, Tableau, NumPy, Data Visualization, Statistics",IBM Data Analyst,2.4,Bachelor's,7,207,"Adaptability, Communication, Collaboration, Leadership",8.7,Data Analyst
"Python, Hugging Face, LangChain, Machine Learning",Deep Learning Specialization,6.7,Bachelor's,10,267,"Teamwork, Communication",16.9,AI Engineer
"MySQL, REST APIs, TypeScript, Vue.js, Angular",Node.js Certification,4.1,Bachelor's,31,478,"Communication, Critical Thinking, Attention to Detail",4.2,Web Developer
"Machine Learning, Python, MLOps, Keras",IBM AI Engineering,2.7,Master's,10,237,"Collaboration, Communication, Attention to Detail, Adaptability",10.3,AI Engineer
"SQL, Excel, Statistics",None,4.0,Bachelor's,9,185,"Teamwork, Attention to Detail, Time Management, Creativity",7.6,Data Analyst
"OpenCV, TensorFlow, Keras, Hugging Face",Microsoft Azure AI,2.6,Bachelor's,4,234,"Critical Thinking, Adaptability, Leadership, Problem Solving",16.5,AI Engineer
"Pandas, Data Visualization, Power BI, Statistics",None,3.7,Diploma,6,64,"Teamwork, Collaboration, Time Management, Adaptability",11.3,Data Analyst
"Python, Google Analytics, Data Visualization, SQL, Excel, Statistics",Microsoft Power BI,8.4,Master's,5,122,"Teamwork, Communication",12.5,Data Analyst
"SPSS, Google Analytics, Tableau, R, Deep Learning",AWS Data Analytics,8.7,PhD,11,276,"Time Management, Leadership, Creativity",7.1,Data Analyst
"CSS, JavaScript, HTML, REST APIs",AWS Cloud Practitioner,4.0,Bachelor's,21,318,"Adaptability, Communication, Problem Solving",5.0,Web Developer
"CSS, MongoDB, MySQL, HTML, Docker, Node.js",Node.js Certification,1.0,Master's,8,259,"Attention to Detail, Collaboration, Teamwork",9.6,Web Developer
"MySQL, PHP, Angular, MongoDB",Google UX Design,7.8,Bachelor's,13,306,"Attention to Detail, Creativity",9.9,Web Developer
"CSS, MySQL, PHP, React",Node.js Certification,10.2,Diploma,19,393,"Creativity, Teamwork, Collaboration, Critical Thinking",7.9,Web Developer
"MySQL, REST APIs, Angular, TypeScript",Meta Frontend Developer,2.0,Bachelor's,20,278,"Attention to Detail, Critical Thinking, Creativity, Problem Solving",10.0,Web Developer
"React, MySQL, PHP",None,6.4,Bachelor's,15,290,"Time Management, Attention to Detail, Adaptability, Creativity",9.9,Web Developer
"Tableau, Data Visualization, Google Analytics",None,2.3,Master's,11,232,"Critical Thinking, Adaptability, Teamwork",15.4,Data Analyst
"Angular, Docker, Vue.js",AWS Cloud Practitioner,7.0,Bachelor's,9,112,"Attention to Detail, Leadership",12.7,Web Developer
"Keras, PyTorch, MLOps, Hugging Face, LangChain, Python",None,6.4,Master's,13,156,"Critical Thinking, Time Management, Leadership, Problem Solving",21.4,AI Engineer
"Docker, JavaScript, REST APIs, MongoDB, TypeScript, Node.js",Node.js Certification,6.4,Master's,15,240,"Problem Solving, Collaboration, Adaptability, Creativity",7.9,Web Developer
"Pandas, Data Visualization, NumPy, Statistics, Python",None,7.5,Bachelor's,9,213,"Time Management, Problem Solving",9.3,Data Analyst
"JavaScript, HTML, Node.js, React, TypeScript",Meta Frontend Developer,3.6,Bachelor's,11,199,"Critical Thinking, Attention to Detail, Time Management",7.7,Web Developer
"OpenCV, LangChain, Hugging Face",NVIDIA Deep Learning,10.2,Bachelor's,8,218,"Critical Thinking, Adaptability, Collaboration",11.3,AI Engineer
"Deep Learning, Scikit-learn, PyTorch, TensorFlow",IBM AI Engineering,10.1,Master's,10,233,"Communication, Adaptability, Creativity",13.4,AI Engineer
"Python, PyTorch, NLP, LangChain",Microsoft Azure AI,5.2,Master's,13,143,"Problem Solving, Attention to Detail",19.4,AI Engineer
"Statistics, Pandas, SPSS, Google Analytics",IBM Data Analyst,3.8,Master's,9,133,"Attention to Detail, Communication, Teamwork",7.0,Data Analyst
"Scikit-learn, Machine Learning, MLOps, Hugging Face, Python",NVIDIA Deep Learning,4.5,Master's,19,260,"Attention to Detail, Adaptability",16.0,AI Engineer
"Scikit-learn, Python, Deep Learning, Machine Learning, NLP, MLOps",AWS Machine Learning,9.8,Bachelor's,14,196,"Leadership, Teamwork",15.5,AI Engineer
"SPSS, Excel, Tableau, SQL, Data Visualization, R, Scikit-learn",AWS Data Analytics,1.5,Diploma,12,199,"Time Management, Leadership",11.1,Data Analyst
"Angular, MongoDB, REST APIs, PHP, HTML, Docker, Hugging Face",AWS Cloud Practitioner,4.9,Bachelor's,10,189,"Teamwork, Time Management, Attention to Detail, Creativity",5.3,Web Developer
"Data Visualization, Statistics, SPSS, SQL, Google Analytics",Microsoft Power BI,5.1,Bachelor's,8,96,"Problem Solving, Time Management, Adaptability, Communication",12.4,Data Analyst
"TensorFlow, Python, Hugging Face, OpenCV",AWS Machine Learning,4.0,Master's,13,183,"Problem Solving, Critical Thinking",9.1,AI Engineer
"Machine Learning, TensorFlow, PyTorch, Python, Scikit-learn",AWS Machine Learning,3.9,Bachelor's,13,311,"Adaptability, Problem Solving, Critical Thinking",17.7,AI Engineer
"NumPy, Excel, Power BI, R, Data Visualization",None,3.7,Master's,10,147,"Communication, Adaptability",4.0,Data Analyst
"Google Analytics, SPSS, Statistics, Python",AWS Data Analytics,2.5,Master's,8,228,"Creativity, Attention to Detail, Teamwork",6.7,Data Analyst
"Python, Tableau, Pandas, Deep Learning",Tableau Desktop Specialist,3.3,Master's,13,190,"Critical Thinking, Communication, Time Management, Creativity",12.5,Data Analyst
"Hugging Face, PyTorch, NLP, OpenCV, Machine Learning, Keras, Data Visualization",Microsoft Azure AI,2.8,Master's,10,276,"Problem Solving, Attention to Detail, Collaboration, Critical Thinking",16.0,AI Engineer
"NumPy, Google Analytics, Tableau, Data Visualization",AWS Data Analytics,1.6,Master's,12,226,"Leadership, Creativity, Attention to Detail",9.4,Data Analyst
"SPSS, R, Excel",SAS Certified Analyst,7.9,Bachelor's,19,144,"Collaboration, Teamwork, Time Management",8.5,Data Analyst
"TypeScript, MongoDB, PHP, Angular",None,7.2,Master's,30,286,"Critical Thinking, Problem Solving, Attention to Detail",7.6,Web Developer
"NumPy, Excel, Power BI, Statistics, R",IBM Data Analyst,4.7,Bachelor's,13,188,"Critical Thinking, Communication",10.7,Data Analyst
"Tableau, SPSS, Pandas, SQL, Angular",Microsoft Power BI,1.8,Bachelor's,17,316,"Critical Thinking, Creativity",5.9,Data Analyst
"Scikit-learn, PyTorch, Machine Learning, OpenCV, Hugging Face, Keras",IBM AI Engineering,6.1,Master's,6,272,"Collaboration, Teamwork, Critical Thinking, Creativity",19.3,AI Engineer
"CSS, HTML, React, TypeScript",None,7.6,Bachelor's,23,434,"Teamwork, Creativity",4.2,Web Developer
"MLOps, Keras, Python, OpenCV",None,4.4,Diploma,5,170,"Adaptability, Teamwork, Leadership",13.5,AI Engineer
"Data Visualization, Power BI, Excel, Python, Statistics",SAS Certified Analyst,2.8,Master's,13,103,"Adaptability, Leadership, Collaboration, Communication",9.3,Data Analyst
"SPSS, NumPy, Python, Google Analytics, Statistics, Pandas",AWS Data Analytics,5.7,PhD,12,147,"Creativity, Problem Solving, Adaptability, Time Management",10.2,Data Analyst
"Deep Learning, LangChain, MLOps, NLP, OpenCV, Keras",IBM AI Engineering,8.3,Master's,9,143,"Adaptability, Attention to Detail, Communication",13.3,AI Engineer
"SPSS, SQL, Excel, Tableau, Data Visualization, Python",None,2.1,Bachelor's,9,123,"Collaboration, Attention to Detail, Time Management",12.0,Data Analyst
"PyTorch, Hugging Face, Scikit-learn",None,1.2,PhD,14,184,"Critical Thinking, Problem Solving, Communication, Attention to Detail",16.4,AI Engineer
"Tableau, Excel, Python",None,3.8,Bachelor's,20,117,"Teamwork, Attention to Detail",7.1,Data Analyst
"PHP, Node.js, React, Vue.js, Angular",None,9.2,Bachelor's,17,361,"Attention to Detail, Time Management",11.1,Web Developer
"LangChain, Scikit-learn, OpenCV, Hugging Face, Machine Learning, Data Visualization",NVIDIA Deep Learning,10.1,Master's,10,129,"Teamwork, Leadership, Critical Thinking",15.3,AI Engineer
"NLP, OpenCV, LangChain, Keras",Google TensorFlow Developer,6.8,Bachelor's,9,288,"Creativity, Adaptability",14.0,AI Engineer
"Vue.js, Node.js, JavaScript, React",None,6.6,Bachelor's,12,283,"Collaboration, Adaptability",12.7,Web Developer
"Excel, Google Analytics, Data Visualization",Google Data Analytics,7.1,Bachelor's,17,198,"Time Management, Creativity, Problem Solving, Leadership",6.5,Data Analyst
"OpenCV, Machine Learning, MLOps, PyTorch, Python",None,5.1,Master's,6,149,"Creativity, Teamwork",13.9,AI Engineer
"NLP, Python, Hugging Face, Machine Learning, OpenCV, Deep Learning",AWS Machine Learning,4.1,Master's,9,308,"Problem Solving, Creativity, Leadership",14.4,AI Engineer
"Google Analytics, R, SPSS, Statistics, Python, Power BI",Microsoft Power BI,5.3,PhD,17,136,"Attention to Detail, Leadership",3.9,Data Analyst
"JavaScript, REST APIs, Docker, MySQL",Meta Frontend Developer,2.5,Bachelor's,29,275,"Time Management, Attention to Detail, Communication",4.4,Web Developer
"REST APIs, JavaScript, HTML",MongoDB Developer,7.5,Bachelor's,16,220,"Adaptability, Attention to Detail, Time Management",7.2,Web Developer
"MongoDB, CSS, PHP",MongoDB Developer,5.2,Bachelor's,1,226,"Creativity, Teamwork, Leadership, Time Management",9.3,Web Developer
"Angular, JavaScript, REST APIs, PHP, MongoDB, TypeScript",AWS Cloud Practitioner,1.8,Bachelor's,23,234,"Leadership, Time Management, Creativity, Collaboration",14.7,Web Developer
"MongoDB, JavaScript, REST APIs, HTML, Angular, React",React Developer Certification,9.4,Master's,21,303,"Communication, Collaboration, Leadership, Time Management",11.0,Web Developer
"Python, NumPy, Tableau",IBM Data Analyst,6.0,Master's,13,163,"Problem Solving, Collaboration, Attention to Detail, Communication",11.1,Data Analyst
"R, Data Visualization, SPSS, Pandas, Python",None,2.5,PhD,5,160,"Attention to Detail, Collaboration, Time Management",4.2,Data Analyst
"TypeScript, React, CSS, MySQL, Node.js, PHP",None,3.0,Bachelor's,20,427,"Time Management, Creativity, Communication",10.0,Web Developer
"Scikit-learn, Deep Learning, Python, OpenCV, Hugging Face, LangChain",Deep Learning Specialization,7.7,Master's,13,354,"Leadership, Collaboration, Critical Thinking, Problem Solving",11.2,AI Engineer
"SPSS, Power BI, Pandas, Python, NumPy, R",SAS Certified Analyst,4.2,Master's,13,200,"Creativity, Time Management, Collaboration, Teamwork",11.3,Data Analyst
"JavaScript, HTML, TypeScript",Meta Frontend Developer,2.6,Diploma,16,405,"Critical Thinking, Adaptability, Leadership",9.6,Web Developer
"PHP, MySQL, HTML, Docker, CSS, JavaScript",Meta Frontend Developer,3.0,Bachelor's,13,231,"Leadership, Communication, Teamwork",9.4,Web Developer
"OpenCV, Scikit-learn, Machine Learning, Python",Deep Learning Specialization,5.0,Master's,1,193,"Problem Solving, Communication, Teamwork",8.0,AI Engineer
"Angular, Node.js, React, PHP, HTML, Docker",AWS Cloud Practitioner,2.9,Bachelor's,19,421,"Critical Thinking, Communication, Attention to Detail",10.6,Web Developer
"LangChain, MLOps, PyTorch, NLP, TensorFlow, Scikit-learn",IBM AI Engineering,5.2,Master's,4,377,"Attention to Detail, Teamwork",14.1,AI Engineer
"Power BI, R, Pandas, SPSS, Data Visualization, NumPy, Machine Learning",Tableau Desktop Specialist,1.3,Bachelor's,10,172,"Attention to Detail, Time Management, Creativity",6.8,Data Analyst
"Pandas, R, SPSS, Data Visualization",SAS Certified Analyst,8.3,Master's,13,152,"Adaptability, Creativity, Communication, Leadership",5.8,Data Analyst
"LangChain, PyTorch, Python, NLP, Machine Learning, Hugging Face",AWS Machine Learning,6.4,Master's,9,155,"Problem Solving, Time Management, Adaptability, Critical Thinking",17.2,AI Engineer
"TensorFlow, LangChain, Keras, Hugging Face, Python",IBM AI Engineering,3.2,Diploma,12,248,"Attention to Detail, Time Management, Communication",19.6,AI Engineer
"Vue.js, REST APIs, CSS, HTML",MongoDB Developer,5.9,Master's,19,324,"Attention to Detail, Leadership, Adaptability",6.6,Web Developer
"MLOps, Deep Learning, Keras",Google TensorFlow Developer,7.1,PhD,12,242,"Critical Thinking, Collaboration, Attention to Detail",12.2,AI Engineer
"Keras, LangChain, OpenCV, TensorFlow",NVIDIA Deep Learning,6.5,Master's,9,190,"Leadership, Attention to Detail, Adaptability, Creativity",14.8,AI Engineer
"R, Google Analytics, Pandas, SPSS, NumPy, Power BI",None,7.8,Bachelor's,12,255,"Creativity, Collaboration, Leadership",6.3,Data Analyst
"Python, NumPy, SQL",Microsoft Power BI,11.2,Bachelor's,16,166,"Time Management, Attention to Detail",11.0,Data Analyst
"TensorFlow, Python, Scikit-learn, NLP",IBM AI Engineering,2.9,Master's,7,194,"Teamwork, Adaptability",14.7,AI Engineer
"MySQL, REST APIs, Vue.js, CSS",React Developer Certification,1.4,Master's,15,177,"Adaptability, Leadership, Attention to Detail",14.1,Web Developer
"Google Analytics, SPSS, NumPy, SQL",None,1.7,Bachelor's,9,250,"Leadership, Creativity, Teamwork, Attention to Detail",6.8,Data Analyst
"Docker, MongoDB, JavaScript, Angular, PHP",AWS Cloud Practitioner,4.4,Master's,26,220,"Problem Solving, Collaboration, Creativity",9.2,Web Developer
"Scikit-learn, OpenCV, MLOps, Machine Learning",Deep Learning Specialization,3.6,Bachelor's,4,265,"Adaptability, Critical Thinking, Collaboration",12.3,AI Engineer
"Docker, Node.js, JavaScript, React",Node.js Certification,5.5,PhD,16,238,"Adaptability, Problem Solving",10.7,Web Developer
"TensorFlow, Python, Machine Learning, JavaScript",IBM AI Engineering,8.5,PhD,16,229,"Attention to Detail, Critical Thinking, Collaboration, Time Management",17.3,AI Engineer
"Keras, Scikit-learn, MLOps, PyTorch, Python",None,5.8,Master's,12,261,"Collaboration, Time Management, Communication, Critical Thinking",14.7,AI Engineer
"TensorFlow, OpenCV, Deep Learning",NVIDIA Deep Learning,8.5,Diploma,13,145,"Adaptability, Creativity",14.5,AI Engineer
